year,id,date chick death,time 1 Oct,status,type
2018,2018_078,1/06/2019,212,0,NAT
2018,2018_079,6/02/2019,97,1,NAT
2018,2018_080,1/06/2019,212,0,NAT
2018,2018_081,4/02/2019,95,1,NAT
2018,2018_082,3/02/2019,94,1,NAT
2018,2018_083,1/06/2019,212,0,NAT
2018,2018_084,27/01/2019,87,1,NAT
2018,2018_085,1/06/2019,212,0,NAT
2018,2018_086,1/06/2019,212,0,NAT
2018,2018_087,18/05/2019,198,1,NAT
2018,2018_088,1/06/2019,212,0,NAT
2018,2018_089,17/12/2018,46,1,NAT
2018,2018_090,1/06/2019,212,0,NAT
2018,2018_091,12/02/2019,103,1,NAT
2018,2018_092,26/12/2018,55,1,NAT
2018,2018_093,22/01/2019,82,1,NAT
2018,2018_094,1/06/2019,212,0,NAT
2018,2018_095,1/06/2019,212,0,NAT
2018,2018_096,1/06/2019,212,0,NAT
2018,2018_097,17/12/2018,46,1,NAT
2018,2018_098,1/06/2019,212,0,NAT
2018,2018_099,1/06/2019,212,0,NAT
2018,2018_100,1/06/2019,212,0,NAT
2018,2018_101,1/06/2019,212,0,NAT
2018,2018_102,28/01/2019,88,1,NAT
2018,2018_103,1/06/2019,212,0,NAT
2018,2018_104,1/06/2019,212,0,NAT
2018,2018_105,1/06/2019,212,0,NAT
2018,2018_106,1/06/2019,212,0,NAT
2018,2018_107,26/12/2018,55,1,NAT
2018,2018_108,1/06/2019,212,0,NAT
2018,2018_109,1/06/2019,212,0,NAT
2018,2018_110,1/06/2019,212,0,NAT
2018,2018_111,1/06/2019,212,0,NAT
2018,2018_112,1/06/2019,212,0,NAT
2018,2018_113,1/06/2019,212,0,NAT
2018,2018_114,18/12/2018,47,1,NAT
2018,2018_115,12/12/2018,41,1,NAT
2018,2018_116,1/06/2019,212,0,NAT
2018,2018_117,1/06/2019,212,0,NAT
2018,2018_118,1/06/2019,212,0,NAT
2018,2018_119,21/02/2019,112,1,NAT
2018,2018_120,1/06/2019,212,0,NAT
2018,2018_121,4/12/2018,33,1,NAT
2018,2018_122,4/04/2019,154,1,NAT
2018,2018_123,21/12/2018,50,1,NAT
2018,2018_124,1/06/2019,212,0,NAT
2018,2018_125,17/12/2018,46,1,NAT
2018,2018_126,17/12/2018,46,1,NAT
2018,2018_127,1/06/2019,212,0,NAT
2018,2018_128,17/12/2018,46,1,NAT
2018,2018_129,1/06/2019,212,0,NAT
2018,2018_130,1/06/2019,212,0,NAT
2018,2018_131,1/06/2019,212,0,NAT
2018,2018_132,1/06/2019,212,0,NAT
2018,2018_133,16/12/2018,45,1,NAT
2018,2018_134,13/12/2018,42,1,NAT
2018,2018_135,1/06/2019,212,0,NAT
2018,2018_136,1/06/2019,212,0,NAT
2018,2018_137,16/12/2018,45,1,NAT
2018,2018_138,1/06/2019,212,0,NAT
2018,2018_139,1/06/2019,212,0,NAT
2018,2018_140,1/06/2019,212,0,NAT
2018,2018_141,1/06/2019,212,0,NAT
2018,2018_142,1/06/2019,212,0,NAT
2018,2018_143,5/01/2019,65,1,NAT
2018,2018_144,19/12/2018,48,1,NAT
2018,2018_145,7/12/2018,36,1,NAT
2018,2018_146,2/12/2018,31,1,NAT
2018,2018_147,1/06/2019,212,0,NAT
